id;title;NF_inlink_ratio;NF_outlink_ratio;MW_generality
22626;one foot in the grave;0.000038;0.000024;0.5625
666949;newsround;0.000045;0.000019;0.4375
4732861;neighbours;0.000328;0.00006;0.625
224274;morecambe and wise;0.00007;0.000023;0.75
18942;monty python;0.000208;0.000087;0.625
206663;minstrel show;0.000109;0.000054;0.625
930369;match of the day;0.000087;0.000037;0.5625
316885;mastermind tv series;0.000039;0.000033;0.5625
156045;m*a*s*h tv series;0.000238;0.000077;0.6875
244350;jackanory;0.000037;0.000062;0.5625
1118679;hollyoaks;0.000214;0.000082;0.6875
236502;grange hill;0.000094;0.000025;0.6875
192572;emmerdale;0.00028;0.000071;0.5625
9995;eastenders;0.000587;0.000108;0.625
8209;doctor who;0.001468;0.000181;0.625
959699;doctor doctor who;0.000241;0.000196;0.6875
9140;dalek;0.00017;0.000095;0.75
21346421;dad's army;0.000127;0.000042;0.6875
154209;countdown game show;0.000048;0.000043;0.5625
6851;coronation street;0.000538;0.000125;0.625
103084;comic relief;0.000186;0.000106;0.6875
565328;cbbc;0.000216;0.00008;0.5625
47542;buffy the vampire slayer tv series;0.000425;0.000127;0.6875
293394;blue peter;0.000161;0.000043;0.4375
4391;big brother tv series;0.000102;0.000057;0.5
323386;basil brush;0.000017;0.000017;0.5625
947094;bbc television drama;0.000039;0.000055;0.5625
9093;de havilland mosquito;0.000192;0.000062;0.5
182728;de havilland comet;0.000074;0.000053;0.5
863083;torrey canyon;0.000013;0.000011;0.625
26027181;supermarine spitfire;0.000455;0.000073;0.5
29323;suez canal;0.000479;0.000063;0.5625
27419267;sea empress disaster;0.000003;0.000014;0.625
26908;saint lawrence seaway;0.000102;0.000021;0.5625
4367748;ss winfield scott;0.000001;0.000016;0.5
55245;lockheed sr-71 blackbird;0.000093;0.000051;0.5625
184061;red arrows;0.000039;0.000031;0.625
25618026;rms queen mary 2;0.000035;0.000038;0.5625
49200;rms queen elizabeth 2;0.000052;0.000046;0.5625
23738;propeller;0.000208;0.000035;0.625
24849;panama canal;0.000786;0.000051;0.625
19679;mary rose;0.000036;0.000062;0.625
18025;longship;0.000041;0.000017;0.625
38173;hot air balloon;0.000128;0.000039;0.5625
8286923;helicopter;0.000945;0.000052;0.625
14314;hawker siddeley harrier;0.000051;0.000048;0.5
57970;hawker hurricane;0.000286;0.000058;0.5
6344087;hms e18;0.000001;0.000012;0.5625
199593;hms ark royal r07;0.000015;0.000026;0.4375
13061857;english ship ark royal 1587;0.000004;0.000006;0.5
42702;gloster meteor;0.000109;0.00007;0.5
4475351;glider;0.000003;0.000008;-1.0
11759;mcdonnell douglas f-4 phantom ii;0.000442;0.000054;0.5
11812;lockheed martin f-35 lightning ii;0.000122;0.000052;0.5
10243;exxon valdez oil spill;0.000044;0.000025;0.625
518813;douglas dc-4;0.00009;0.000026;0.5
177023;cutty sark;0.000032;0.000026;0.625
7045;concorde;0.000163;0.000066;0.625
307133;boeing 787 dreamliner;0.000074;0.000042;0.5
89260;boeing 777;0.000131;0.000052;0.5
4614;boeing 747;0.000334;0.000055;0.5
3996;boat;0.000245;0.000026;0.6875
5194409;betelgeuse incident;0.000006;0.000014;0.625
164329;avro lancaster;0.000195;0.000052;0.5
710462;amoco cadiz;0.000008;0.000012;0.625
58005;airship;0.000231;0.000084;0.6875
2219;aircraft carrier;0.000706;0.000046;0.5625
849;aircraft;0.000748;0.000059;0.625
181173;airbus a380;0.000127;0.00005;0.5
1597853;xanadu houses;0.000004;0.000014;0.6875
4689517;windsor castle;0.000275;0.000084;0.625
43245;westminster abbey;0.000561;0.000061;0.625
8913012;wembley stadium;0.000469;0.000061;0.6875
612238;tree house;0.000027;0.000012;0.75
31165;tower of london;0.000485;0.000061;0.625
1503073;theatre royal drury lane;0.000209;0.000048;0.5
762968;templon;0.000006;0.000021;0.6875
82976;taj mahal;0.000124;0.000042;0.625
28222;sydney opera house;0.000224;0.000027;0.625
3515339;sunol water temple;0.000003;0.000009;0.5625
102198;st paul's cathedral;0.000364;0.000072;0.5625
2372757;sicilian baroque;0.000019;0.000068;0.625
977878;sandringham house;0.000043;0.000013;0.625
486217;richard rogers;0.000059;0.000028;0.6875
23704;pyramid;0.000191;0.000058;0.625
113650;petronas towers;0.000054;0.000016;0.625
23672;parthenon;0.000106;0.000045;0.625
592136;palladian architecture;0.000181;0.000048;0.6875
1080994;palazzo pitti;0.000065;0.000029;0.625
24170;palace of westminster;0.000365;0.000081;0.625
1552544;onion dome;0.000027;0.000018;0.6875
21641;norman foster baron foster of thames bank;0.000084;0.000042;0.6875
19894;mosque;0.000852;0.000089;0.625
39763;millennium dome;0.000065;0.000038;0.625
680871;millau viaduct;0.000016;0.000038;0.625
98370;london bridge;0.000118;0.000032;0.625
46889;leaning tower of pisa;0.000039;0.000018;0.625
165453;inigo jones;0.000085;0.00002;0.625
6616683;ig farben building;0.000006;0.000022;0.625
5517291;holkham hall;0.000022;0.000025;0.5625
18618416;hadrian's wall;0.00016;0.000048;0.6875
5094570;great wall of china;0.000163;0.00003;0.6875
12224;great pyramid of giza;0.000079;0.000018;0.5625
1593678;francis petre;0.00001;0.000041;0.625
1108025;fort de chartres;0.000012;0.00001;0.625
206643;durham cathedral;0.000093;0.000036;0.625
5517287;deconstructivism;0.000024;0.000032;0.6875
67143;colossus of rhodes;0.00002;0.000024;0.6875
49603;colosseum;0.000127;0.000037;0.625
52946;christopher wren;0.000174;0.000043;0.6875
53889;centre georges pompidou;0.000158;0.000025;0.6875
1018787;cathedral of magdeburg;0.000007;0.000031;0.5625
77304;chartres cathedral;0.000048;0.000035;0.625
678701;castra;0.000181;0.000022;0.625
72987;canterbury cathedral;0.000157;0.000032;0.625
3969;buckingham palace;0.000328;0.000053;0.625
5517313;benjamin mountfort;0.00001;0.000017;0.625
145492;belton house;0.000011;0.000044;0.5625
5117917;basilica of santa maria degli angeli;0.000007;0.000011;0.5625
1971828;basilica of san francesco d'assisi;0.00002;0.000034;0.625
180354;bt tower;0.00002;0.000022;0.625
1880990;architecture of the california missions;0.000003;0.000048;0.625
21296224;architecture;0.001223;0.000031;0.6875
31566384;antoni gaudi;0.0;0.000056;0.625
29831;television;0.004198;0.000051;0.6875
7070301;telescope;0.000328;0.000035;0.6875
26668156;telephone exchange;0.000193;0.00004;0.625
30003;telephone;0.000548;0.000045;0.6875
30322;telecommunication;0.000927;0.000068;0.75
27692;steam engine;0.000444;0.000059;0.6875
28431;space exploration;0.000123;0.000069;0.625
177541;space shuttle columbia disaster;0.000102;0.000058;0.625
403717;space shuttle challenger disaster;0.0001;0.000047;0.625
27008;ship;0.000489;0.000142;0.5
239076;shielded metal arc welding;0.000012;0.000019;0.625
40344;semiconductor device;0.000028;0.000041;0.75
20691673;screw;0.000087;0.000035;0.625
46656;radio telescope;0.000096;0.00003;0.625
15368428;radio;0.00166;0.000065;0.625
25676;radar;0.000915;0.00007;0.6875
23617;pump;0.000168;0.000018;0.6875
15677755;photovoltaic system;0.000062;0.000015;0.625
125659;phonograph cylinder;0.000047;0.00002;0.5625
48339;parachute;0.000225;0.000033;0.625
266611;optical telescope;0.000038;0.000055;0.625
117534;optical microscope;0.000059;0.000041;0.6875
3372377;optical fiber;0.000377;0.000078;0.6875
145436;network rail;0.000217;0.000031;0.5625
19644137;mobile phone;0.001167;0.000066;0.6875
19568;microscope;0.000205;0.000034;0.6875
19722;metallurgy;0.000283;0.000038;0.6875
19528;mechanical engineering;0.000612;0.000063;0.625
19622;materials science;0.000253;0.000047;0.625
494405;london sewerage system;0.000013;0.000013;0.6875
20646679;lightning rod;0.000036;0.000028;0.6875
17275;krag-jrgensen;0.0;0.000027;0.5625
15944;jet engine;0.000211;0.000035;0.6875
15043;international space station;0.000494;0.00011;0.6875
152690;hovercraft;0.000101;0.000064;0.5625
14308;hoover dam;0.000092;0.000039;0.625
579532;hawk-eye;0.000015;0.000021;0.625
96875;great western railway;0.000644;0.000101;0.5625
74844;glasses;0.000136;0.000049;0.5625
1448709;gas tungsten arc welding;0.000018;0.000022;0.75
1471706;gas metal arc welding;0.000013;0.00002;0.625
174431;fiberglass;0.000409;0.000015;0.6875
424379;falkirk wheel;0.000013;0.000019;0.5625
10093;eurostar;0.000091;0.000041;0.5625
9251;engineering;0.001206;0.000064;0.75
9663;electronics;0.000603;0.00003;0.5625
9931;electronic amplifier;0.000048;0.000057;0.5625
758604;electron beam welding;0.000007;0.000002;0.625
9531;electrical engineering;0.000782;0.000083;0.6875
1077101;eifel aqueduct;0.000004;0.000019;0.625
8593;damascus steel;0.000021;0.000015;0.625
51518;dam;0.000852;0.00006;0.6875
197877;crash test dummy;0.000018;0.000028;0.625
155443;corrosion;0.000207;0.000035;0.625
74845;contact lens;0.000077;0.000048;0.625
6449;clock;0.000159;0.000081;0.625
92324;clifton suspension bridge;0.000023;0.000016;0.625
5762;civil engineering;0.000529;0.000049;0.6875
2589713;chernobyl disaster;0.000248;0.000106;0.6875
2199814;chepstow railway bridge;0.000005;0.000012;0.5625
5702;channel tunnel;0.000146;0.000038;0.625
5623;canal;0.000571;0.00007;0.5625
309492;button;0.00006;0.000026;0.6875
3397;bridge;0.000548;0.000039;0.6875
3742;bluetooth;0.00033;0.000051;0.625
71996;blackberry;0.000168;0.000035;0.6875
86058;binoculars;0.000088;0.000041;0.5625
18962267;axe;0.000155;0.000034;0.5
46628;automated teller machine;0.000261;0.000062;0.6875
2438165;winston tunnel;0.000001;0.000006;0.375
571165;virginian railway;0.000048;0.000052;0.4375
989087;troop sleeper;0.000004;0.00001;0.5
56912;trans-siberian railway;0.000129;0.00007;0.5625
30598;train;0.000386;0.00005;0.5
1526892;canadian train;0.00003;0.000014;0.5625
144681;tay rail bridge;0.000019;0.000009;0.5625
57212;tgv;0.00015;0.00008;0.5625
1090860;stourbridge lion;0.000007;0.000007;0.5
989071;stock car rail;0.000013;0.000028;0.5625
923089;snaefell mountain railway;0.000011;0.000011;0.5625
5081127;scott special;0.000003;0.000019;0.4375
1612701;san diego and arizona railway;0.000009;0.000014;0.6875
1135781;refrigerator car;0.00002;0.00004;0.6875
26175;rainhill trials;0.000019;0.000009;0.5
1107867;railway post office;0.000029;0.000017;0.6875
167609;rail transport in india;0.000011;0.000041;0.5
25715;rail transport;0.002259;0.000076;0.5
172174;rer;0.000054;0.00002;0.4375
498246;northern pacific railway;0.000188;0.000094;0.5625
7955016;montreal metro;0.000093;0.000057;0.5625
822307;maglev transport;0.000067;0.000057;0.625
1325168;m-10001;0.000003;0.000008;0.5
1925204;lynton and barnstaple railway;0.000023;0.000021;0.5
17839;london underground;0.000554;0.000106;0.6875
186950;liverpool and manchester railway;0.000073;0.000038;0.4375
4243235;jordanhill railway station;0.000003;0.000017;0.4375
655887;indian railways;0.000234;0.000046;0.5625
2427187;grand central station chicago;0.000005;0.000024;0.5625
1322198;general pershing zephyr;0.000003;0.000009;0.4375
2209862;gas turbine-electric locomotive;0.000009;0.000015;0.5
144600;forth bridge;0.000046;0.000025;0.625
36541;first transcontinental railroad;0.000102;0.000069;0.6875
213600;ffestiniog railway;0.000056;0.000031;0.625
1600253;fm consolidated line;0.000004;0.000014;0.5
1355873;emd f7;0.000016;0.000016;0.5625
287088;dsb railway company;0.000038;0.000012;0.5
1178603;coupling railway;0.000071;0.000036;0.625
6200077;control car rail;0.000031;0.000031;0.4375
1104363;chicago and north western transportation company;0.000131;0.000022;0.625
5959;canadian pacific railway;0.000667;0.000143;0.625
5892561;california southern railroad;0.000016;0.000025;0.4375
3357317;cf7;0.000004;0.000013;0.5625
181323;beeching axe;0.000278;0.000057;0.5
51928;amtrak;0.000929;0.000115;0.625
1118152;6-2-0;0.000003;0.000006;0.3125
1085771;4-6-0;0.000082;0.00003;0.3125
1057852;4-4-0;0.0001;0.000036;0.3125
1080739;4-2-0;0.00001;0.000008;0.3125
1090642;2-8-0;0.000066;0.000022;0.3125
32413;volkswagen;0.000393;0.000107;0.625
43951;united states numbered highways;0.000247;0.000053;0.4375
79717;u.s. route 66;0.000146;0.000075;0.5
30733;tram;0.001041;0.00012;0.6875
152692;tractor;0.000189;0.000069;0.625
2863567;the iron bridge;0.000016;0.000013;0.6875
867394;tata motors;0.000069;0.000025;0.625
6416697;simca vedette;0.000005;0.000015;0.5625
2817744;severn bridge;0.000031;0.000019;0.625
5455080;rolls-royce limited;0.00014;0.000037;0.5625
213380;right- and left-hand traffic;0.000089;0.000169;0.625
19876;motorcycle;0.000914;0.000036;0.5625
3484410;mini marque;0.000084;0.000049;0.625
65684;mini;0.000149;0.000058;0.625
181809;m6 motorway;0.000152;0.000028;0.4375
20469;m25 motorway;0.000138;0.000061;0.5
181818;m1 motorway;0.000177;0.000035;0.5
179439;london congestion charge;0.00004;0.000058;0.6875
62705;lincoln automobile;0.000074;0.000036;0.5625
147676;jaguar cars;0.000178;0.000059;0.6875
144607;forth road bridge;0.000025;0.000021;0.5625
30433662;ford motor company;0.001307;0.000113;0.75
902183;double-decker bus;0.000079;0.000041;0.5
3973;bicycle;0.00048;0.000061;0.6875
13673345;automobile;0.001436;0.000071;0.5
1657551;automatic number plate recognition;0.000032;0.000034;0.6875
34399;zimbabwe;0.001559;0.000161;0.6875
34415;zambia;0.001102;0.000072;0.6875
33220;western sahara;0.000225;0.000067;0.6875
31816;uganda;0.001737;0.000059;0.6875
30188;tunisia;0.001391;0.000079;0.6875
30138;togo;0.000672;0.000039;0.6875
65656;the gambia;0.000483;0.00005;0.6875
30118;tanzania;0.002067;0.000072;0.6875
20026306;sao tome and principe;0.0;0.000019;0.6875
7515849;syria;0.002434;0.00017;0.6875
27451;swaziland;0.000432;0.000046;0.6875
27421;sudan;0.001568;0.000166;0.6875
17416221;south africa;0.007818;0.000167;0.6875
27358;somalia;0.001099;0.000211;0.6875
27308;sierra leone;0.00096;0.000139;0.6875
27288;seychelles;0.000406;0.000046;0.6875
27278;senegal;0.001097;0.000042;0.6875
26945;saint helena;0.00024;0.000047;0.6875
86772;reunion;0.0;0.000028;0.5625
25645;rwanda;0.000792;0.000068;0.6875
19599929;republic of the congo;0.000613;0.000029;0.6875
21383;nigeria;0.00311;0.000145;0.6875
21373;niger;0.000622;0.000084;0.6875
21292;namibia;0.00113;0.000069;0.6875
19301;mozambique;0.001173;0.000068;0.6875
19291;morocco;0.002478;0.00016;0.6875
19201;mauritius;0.000777;0.000049;0.6875
18778516;mauritania;0.000517;0.000045;0.6875
19127;mali;0.000996;0.000053;0.6875
19088;malawi;0.000751;0.000061;0.6875
18964;madagascar;0.001797;0.000105;0.6875
17633;libya;0.001355;0.000141;0.6875
17791;liberia;0.000914;0.000075;0.6875
17781;lesotho;0.000382;0.000046;0.6875
188171;kenya;0.003044;0.000096;0.6875
12186;guinea-bissau;0.000356;0.000039;0.6875
12176;guinea;0.000789;0.000031;0.6875
12067;ghana;0.001671;0.000076;0.6875
12027;gabon;0.00065;0.00003;0.625
187749;ethiopia;0.002116;0.000117;0.6875
17238590;eritrea;0.000583;0.000053;0.6875
9366;equatorial guinea;0.000438;0.000054;0.6875
8087628;egypt;0.005094;0.000153;0.6875
17207794;djibouti;0.000333;0.000034;0.6875
76762;democratic republic of the congo;0.001612;0.000103;0.6875
57744;cote d'ivoire;0.0;0.00005;0.6875
5403;comoros;0.000272;0.000059;0.6875
5488;chad;0.000632;0.000069;0.6875
5478;central african republic;0.000545;0.000045;0.6875
18962637;cape verde;0.000607;0.000057;0.625
5447;cameroon;0.001364;0.000071;0.6875
21490998;burundi;0.000604;0.000047;0.6875
3470;burkina faso;0.001146;0.000047;0.6875
3464;botswana;0.000717;0.000053;0.6875
3459;benin;0.000611;0.000061;0.6875
701;angola;0.00144;0.000057;0.6875
32374;venezuela;0.003313;0.00012;0.625
31843;uruguay;0.001701;0.000068;0.625
3434750;united states;0.0863;0.000226;0.6875
30217;turks and caicos islands;0.000174;0.000068;0.6875
3565457;trinidad and tobago;0.000855;0.00008;0.6875
3451;the bahamas;0.000917;0.000042;0.6875
26828;suriname;0.000687;0.000068;0.6875
27228;saint vincent and the grenadines;0.000235;0.000024;0.6875
27198;saint kitts and nevis;0.000183;0.000027;0.6875
23041;puerto rico;0.002504;0.00014;0.6875
170691;peru;0.003965;0.00005;0.625
23420;paraguay;0.0013;0.000033;0.625
22997;panama;0.001859;0.000057;0.625
21362;nicaragua;0.001279;0.000148;0.625
21332;netherlands antilles;0.000263;0.000033;0.6875
19281;montserrat;0.000169;0.000023;0.6875
3966054;mexico;0.009221;0.000165;0.625
19169;martinique;0.000439;0.000024;0.5625
15660;jamaica;0.001978;0.000104;0.6875
13394;honduras;0.00115;0.000064;0.625
13373;haiti;0.001269;0.000106;0.6875
17238691;guyana;0.000816;0.000077;0.6875
17238567;guatemala;0.001502;0.000069;0.625
12343;guadeloupe;0.000397;0.000039;0.625
17238662;grenada;0.000395;0.000051;0.6875
12118;greenland;0.000963;0.000062;0.625
171118;galapagos islands;0.0;0.000059;0.6875
21350970;french guiana;0.000453;0.000067;0.6875
7550182;falkland islands;0.000413;0.00006;0.6875
9356;el salvador;0.001044;0.000084;0.625
9334;ecuador;0.002791;0.000066;0.625
53418;easter island;0.000223;0.000071;0.5625
8060;dominican republic;0.001583;0.000104;0.625
11898195;dominica;0.000351;0.000054;0.6875
5042481;cuba;0.003611;0.000082;0.625
5551;costa rica;0.001581;0.000082;0.625
5222;colombia;0.003902;0.000131;0.625
5489;chile;0.003542;0.00013;0.625
5468;cayman islands;0.000262;0.000054;0.6875
5042916;canada;0.025714;0.000127;0.6875
3469;british virgin islands;0.000205;0.000023;0.6875
3383;brazil;0.010987;0.000138;0.625
3462;bolivia;0.002124;0.000076;0.625
3460;bermuda;0.001035;0.000089;0.6875
3458;belize;0.000624;0.000064;0.6875
3455;barbados;0.000776;0.000075;0.6875
690;aruba;0.000305;0.000039;0.6875
18951905;argentina;0.006833;0.000211;0.625
951;antigua and barbuda;0.000216;0.000043;0.6875
202354;vietnam;0.003394;0.000105;0.625
31853;uzbekistan;0.000859;0.000082;0.625
198149;turkmenistan;0.000512;0.000051;0.625
31516;tibet;0.000962;0.0001;0.5625
30128;thailand;0.00423;0.000115;0.625
30108;tajikistan;0.00066;0.000077;0.625
30107;taiwan;0.003354;0.000106;0.625
26750;sri lanka;0.003815;0.000141;0.6875
27019;south korea;0.004592;0.000153;0.6875
27318;singapore;0.004172;0.000065;0.6875
25734;republic of china;0.001275;0.000092;0.625
23440;philippines;0.006681;0.000164;0.6875
5405;people's republic of china;0.004196;0.000136;0.625
23235;pakistan;0.006125;0.000144;0.6875
21255;north korea;0.001326;0.000113;0.6875
171166;nepal;0.00272;0.000077;0.6875
19271;mongolia;0.001068;0.000111;0.625
19117;maldives;0.000453;0.000089;0.625
3607937;malaysia;0.004519;0.000103;0.6875
17752;laos;0.001039;0.000067;0.6875
170131;kyrgyzstan;0.000724;0.0001;0.625
16749;korea;0.002288;0.000086;0.6875
16642;kazakhstan;0.00142;0.000127;0.625
15573;japan;0.019663;0.000134;0.625
14579;indonesia;0.004622;0.000091;0.6875
14533;india;0.021555;0.00017;0.625
13404;hong kong;0.004801;0.000091;0.6875
19159399;east timor;0.000487;0.000051;0.6875
5042862;china;0.010096;0.000122;0.6875
334751;cambodia;0.001434;0.000088;0.6875
19457;burma;0.002674;0.000137;0.6875
3466;brunei;0.000608;0.000046;0.6875
18950601;british indian ocean territory;0.000041;0.000016;0.6875
2421391;bhutan;0.000708;0.000091;0.6875
3454;bangladesh;0.002456;0.000105;0.6875
737;afghanistan;0.003407;0.000192;0.6875
42965;eire;0.0;0.000015;0.625
24296405;aland islands;0.0;0.000022;0.625
32408;vatican city;0.000472;0.000069;0.75
31717;united kingdom;0.029638;0.000276;0.6875
31750;ukraine;0.004424;0.000227;0.625
11125639;turkey;0.006203;0.000142;0.625
26748;switzerland;0.007817;0.000149;0.625
5058739;sweden;0.009797;0.00023;0.625
26667;spain;0.013755;0.000183;0.625
318381;south ossetia;0.000148;0.000039;0.625
27338;slovenia;0.003228;0.000151;0.625
26830;slovakia;0.00279;0.000111;0.625
27289;serbia and montenegro;0.00042;0.000055;0.625
29265;serbia;0.004166;0.000149;0.6875
27248;san marino;0.000271;0.000075;0.625
25391;russia;0.013049;0.000354;0.625
25445;romania;0.007501;0.000268;0.625
23564616;republic of macedonia;0.001233;0.000115;0.625
14560;republic of ireland;0.003624;0.000189;0.6875
23033;portugal;0.005181;0.000239;0.625
22936;poland;0.009222;0.000275;0.625
21241;norway;0.007946;0.000203;0.625
271409;northern cyprus;0.000193;0.000042;0.6875
21148;netherlands;0.010115;0.00015;0.6875
20760;montenegro;0.000972;0.000092;0.6875
19261;monaco;0.000601;0.000054;0.625
19260;moldova;0.001131;0.000106;0.625
19137;malta;0.00153;0.000183;0.6875
17515;luxembourg;0.001476;0.000069;0.6875
17675;lithuania;0.002204;0.000088;0.625
17810;liechtenstein;0.000376;0.000053;0.625
17514;latvia;0.001785;0.000096;0.625
17391;kosovo;0.000876;0.000102;0.5625
14532;italy;0.018298;0.000233;0.625
147575;ireland;0.007136;0.000221;0.6875
14531;iceland;0.002012;0.000098;0.625
13275;hungary;0.004903;0.000186;0.625
12108;greece;0.005774;0.000146;0.625
11867;germany;0.027185;0.000165;0.625
48768;georgia country;0.001721;0.000157;0.625
5843419;france;0.032232;0.000283;0.625
10577;finland;0.005242;0.000182;0.625
28222445;estonia;0.002891;0.000163;0.625
76972;denmark;0.005526;0.00022;0.625
5321;czech republic;0.003976;0.000103;0.625
5593;cyprus;0.001937;0.000163;0.625
5573;croatia;0.003422;0.000156;0.6875
3415;bulgaria;0.003615;0.000128;0.625
3463;bosnia and herzegovina;0.002929;0.000127;0.6875
3343;belgium;0.006555;0.000115;0.6875
3457;belarus;0.00187;0.00008;0.625
746;azerbaijan;0.002668;0.000183;0.625
26964606;austria;0.006556;0.000151;0.625
10918072;armenia;0.001899;0.000155;0.625
600;andorra;0.000359;0.000036;0.625
30158;tonga;0.00053;0.000061;0.6875
265083;solomon islands;0.000868;0.00006;0.6875
27238;samoa;0.000672;0.000076;0.6875
23450;pitcairn islands;0.000116;0.000045;0.6875
22943;papua new guinea;0.001334;0.000064;0.6875
21422;norfolk island;0.000205;0.000049;0.625
4913064;new zealand;0.009038;0.000115;0.6875
4339094;list of sovereign states and dependent territories in oceania;0.000001;0.000008;0.5625
10737;french polynesia;0.000357;0.000046;0.5625
10707;fiji;0.00118;0.000061;0.6875
7067;cook islands;0.000276;0.000029;0.6875
5520;cocos keeling islands;0.000098;0.000025;0.625
5500;christmas island;0.000133;0.000044;0.625
4689264;australia;0.020291;0.000137;0.6875
786944;working poor;0.000015;0.000012;0.8125
145439;women's rights;0.000244;0.000077;0.75
31899;universal declaration of human rights;0.000201;0.000028;0.8125
21786641;unesco;0.001959;0.000099;0.75
213302;tomas de torquemada;0.0;0.000018;0.625
27954;susan b. anthony;0.00009;0.000031;0.625
70322;suffrage;0.000242;0.000035;0.8125
29305;sojourner truth;0.000034;0.00003;0.6875
27992;slavery;0.001347;0.000143;0.6875
648470;oppression;0.000065;0.000011;0.8125
55664;millicent fawcett;0.000021;0.000021;0.625
1533068;make poverty history;0.000038;0.00003;0.75
25597820;lucretia mott;0.000029;0.000021;0.625
167637;list of animal welfare groups;0.000001;0.000011;0.75
860190;list of animal rights groups;0.000003;0.000021;0.75
15079;international human rights instruments;0.000017;0.000017;0.75
385745;international development;0.000098;0.000044;0.6875
15191;inquisition;0.000207;0.000056;0.75
234393;dignity;0.000051;0.000022;0.75
37243;harriet tubman;0.000045;0.000043;0.6875
42622;european court of human rights;0.000269;0.000006;0.6875
9830;european convention on human rights;0.000199;0.000026;0.8125
6888956;equality and human rights commission;0.000023;0.000023;0.6875
43384;elizabeth cady stanton;0.00006;0.000053;0.625
46489;convention on the rights of the child;0.000068;0.000015;0.6875
37071;civil and political rights;0.000756;0.000024;0.75
694630;children's rights movement;0.000009;0.000017;0.6875
701807;children's rights;0.000036;0.000035;0.8125
6201;cites;0.000164;0.000018;0.6875
7116046;animal rights;0.000282;0.000055;0.75
18947898;amnesty international;0.000758;0.000047;0.75
87241;ymca;0.000465;0.000045;0.6875
33583;world health organization;0.000985;0.000042;0.6875
433377;the scout association;0.00011;0.000025;0.6875
3556804;st. john ambulance;0.000066;0.000014;0.625
27918;scouting;0.000426;0.000069;0.6875
60845;robert baden-powell 1st baron baden-powell;0.000152;0.000051;0.625
265298;girl guiding and girl scouting;0.000039;0.000007;0.5625
841739;citizens advice bureau;0.00003;0.000004;0.6875
242502;boys' brigade;0.000039;0.000012;0.625
13425800;war on terror;0.00051;0.000111;0.6875
19666611;war in afghanistan 2001present;0.0;0.000152;-1.0
225283;sri lankan civil war;0.000156;0.000097;0.75
1982051;six-party talks;0.000027;0.000019;0.625
84617;peacekeeping;0.000242;0.000035;0.75
1057123;peaceful coexistence;0.000014;0.000017;0.75
24702;peace;0.000228;0.000031;0.75
24956;pacifism;0.000374;0.00009;0.75
21785;nuclear weapon;0.001103;0.000066;0.5625
26230922;nobel peace prize;0.000559;0.000017;0.6875
368054;lord's resistance army insurgency;0.000005;0.000024;0.75
5043324;iraq war;0.001372;0.000142;0.6875
201124;invasion;0.000089;0.000111;0.75
244601;effects of nuclear explosions;0.000014;0.000019;0.5625
3598633;conflict;0.000013;0.000007;-1.0
6793;campaign for nuclear disarmament;0.00011;0.000049;0.6875
45413;tribe;0.000335;0.000011;0.6875
1571390;sociocultural evolution;0.000074;0.000119;0.75
25614;race classification of humans;0.000357;0.000064;0.75
64959;poverty;0.000605;0.000099;0.8125
976389;popular culture studies;0.000005;0.000023;0.75
21583;nationality;0.000145;0.000014;0.8125
21748;nationalism;0.000922;0.000039;0.75
51885;multiculturalism;0.000358;0.000075;0.75
38076;gender;0.000318;0.000071;0.8125
11185;feminism;0.000969;0.000085;0.75
105004;ethnic group;0.000796;0.00003;0.75
60557;emmeline pankhurst;0.000039;0.000063;0.6875
8240;dada;0.000236;0.000045;0.6875
477975;cultural identity;0.000064;0.00001;0.75
164660;cultural diversity;0.000036;0.000011;0.75
5695;community;0.000429;0.00005;0.75
181348;university of st andrews;0.00035;0.000093;0.625
31797;university of oxford;0.002971;0.000099;0.625
60919;university of london;0.00092;0.000082;0.625
25978572;university of cambridge;0.002485;0.000186;0.625
60991;university of bristol;0.00036;0.000065;0.625
19725260;university;0.001534;0.000043;0.75
31803;trinity college cambridge;0.000764;0.000046;0.5625
29498;secondary education;0.000346;0.000069;0.75
2475445;scotch college perth;0.000013;0.000035;0.5625
144716;sat;0.000236;0.000023;0.625
636687;royal grammar school worcester;0.00002;0.000028;0.5
23922;princeton university;0.001938;0.000074;0.625
11722032;primary education;0.000378;0.000031;0.75
419686;pedagogy;0.000271;0.000013;0.75
158464;open university;0.000241;0.000043;0.75
301583;nursery school;0.000104;0.000008;0.75
397245;numeracy;0.000025;0.000016;0.8125
313297;montessori education;0.000113;0.000003;0.75
18456;literacy;0.000431;0.000022;0.8125
86266;list of universities in the united kingdom;0.000009;0.000118;0.6875
17727;library;0.000954;0.00007;0.6875
23883046;indian institutes of technology;0.000109;0.000068;0.625
238561;independent school united kingdom;0.000252;0.00004;0.6875
53132;humanities;0.000399;0.000084;0.75
10332;educational psychology;0.000078;0.000059;0.8125
24894563;world wide fund for nature;0.000344;0.000027;0.6875
44940;world heritage site;0.001427;0.000018;0.6875
580277;wood fuel;0.000018;0.000034;0.75
210555;waste management;0.000241;0.000034;0.6875
4116096;waste container;0.00004;0.000017;0.625
27743;solar energy;0.000188;0.000054;0.6875
4686654;soil biology;0.000005;0.000009;0.75
27000;smog;0.000073;0.000033;0.5625
21171721;current sea level rise;0.000075;0.000042;0.625
25784;renewable energy;0.000408;0.000062;0.6875
70157;recycling;0.000378;0.000045;0.75
